Sitting Day,Senate Link,Reps Link
28/05/1991,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1991-05-28/toc_sgml/senate 1991-05-28.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1991-05-28/toc_sgml/reps 1991-05-28.sgm
16/05/1991,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1991-05-16/toc_sgml/senate 1991-05-16.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1991-05-16/toc_sgml/reps 1991-05-16.sgm
15/05/1991,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1991-05-15/toc_sgml/senate 1991-05-15.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1991-05-15/toc_sgml/reps 1991-05-15.sgm
14/05/1991,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1991-05-14/toc_sgml/senate 1991-05-14.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1991-05-14/toc_sgml/reps 1991-05-14.sgm
13/05/1991,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1991-05-13/toc_sgml/senate 1991-05-13.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1991-05-13/toc_sgml/reps 1991-05-13.sgm
9/05/1991,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1991-05-09/toc_sgml/senate 1991-05-09.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1991-05-09/toc_sgml/reps 1991-05-09.sgm
8/05/1991,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1991-05-08/toc_sgml/senate 1991-05-08.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1991-05-08/toc_sgml/reps 1991-05-08.sgm
7/05/1991,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1991-05-07/toc_sgml/senate 1991-05-07.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1991-05-07/toc_sgml/reps 1991-05-07.sgm
18/04/1991,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1991-04-18/toc_sgml/senate 1991-04-18.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1991-04-18/toc_sgml/reps 1991-04-18.sgm
17/04/1991,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1991-04-17/toc_sgml/senate 1991-04-17.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1991-04-17/toc_sgml/reps 1991-04-17.sgm
16/04/1991,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1991-04-16/toc_sgml/senate 1991-04-16.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1991-04-16/toc_sgml/reps 1991-04-16.sgm
15/04/1991,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1991-04-15/toc_sgml/senate 1991-04-15.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1991-04-15/toc_sgml/reps 1991-04-15.sgm
11/04/1991,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1991-04-11/toc_sgml/senate 1991-04-11.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1991-04-11/toc_sgml/reps 1991-04-11.sgm
10/04/1991,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1991-04-10/toc_sgml/senate 1991-04-10.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1991-04-10/toc_sgml/reps 1991-04-10.sgm
9/04/1991,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1991-04-09/toc_sgml/senate 1991-04-09.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1991-04-09/toc_sgml/reps 1991-04-09.sgm
14/03/1991,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1991-03-14/toc_sgml/senate 1991-03-14.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1991-03-14/toc_sgml/reps 1991-03-14.sgm
13/03/1991,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1991-03-13/toc_sgml/senate 1991-03-13.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1991-03-13/toc_sgml/reps 1991-03-13.sgm
12/03/1991,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1991-03-12/toc_sgml/senate 1991-03-12.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1991-03-12/toc_sgml/reps 1991-03-12.sgm
11/03/1991,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1991-03-11/toc_sgml/senate 1991-03-11.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1991-03-11/toc_sgml/reps 1991-03-11.sgm
7/03/1991,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1991-03-07/toc_sgml/senate 1991-03-07.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1991-03-07/toc_sgml/reps 1991-03-07.sgm
6/03/1991,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1991-03-06/toc_sgml/senate 1991-03-06.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1991-03-06/toc_sgml/reps 1991-03-06.sgm
5/03/1991,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1991-03-05/toc_sgml/senate 1991-03-05.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1991-03-05/toc_sgml/reps 1991-03-05.sgm
21/02/1991,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1991-02-21/toc_sgml/senate 1991-02-21.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1991-02-21/toc_sgml/reps 1991-02-21.sgm
20/02/1991,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1991-02-20/toc_sgml/senate 1991-02-20.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1991-02-20/toc_sgml/reps 1991-02-20.sgm
19/02/1991,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1991-02-19/toc_sgml/senate 1991-02-19.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1991-02-19/toc_sgml/reps 1991-02-19.sgm
18/02/1991,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1991-02-18/toc_sgml/senate 1991-02-18.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1991-02-18/toc_sgml/reps 1991-02-18.sgm
14/02/1991,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1991-02-14/toc_sgml/senate 1991-02-14.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1991-02-14/toc_sgml/reps 1991-02-14.sgm
13/02/1991,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1991-02-13/toc_sgml/senate 1991-02-13.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1991-02-13/toc_sgml/reps 1991-02-13.sgm
12/02/1991,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1991-02-12/toc_sgml/senate 1991-02-12.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1991-02-12/toc_sgml/reps 1991-02-12.sgm
22/01/1991,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1991-01-22/toc_sgml/senate 1991-01-22.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1991-01-22/toc_sgml/reps 1991-01-22.sgm
21/01/1991,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1991-01-21/toc_sgml/senate 1991-01-21.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1991-01-21/toc_sgml/reps 1991-01-21.sgm
21/12/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-12-21/toc_sgml/senate 1990-12-21.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1990-12-21/toc_sgml/reps 1990-12-21.sgm
20/12/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-12-20/toc_sgml/senate 1990-12-20.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1990-12-20/toc_sgml/reps 1990-12-20.sgm
19/12/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-12-19/toc_sgml/senate 1990-12-19.sgm,
18/12/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-12-18/toc_sgml/senate 1990-12-18.sgm,
17/12/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-12-17/toc_sgml/senate 1990-12-17.sgm,
13/12/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-12-13/toc_sgml/senate 1990-12-13.sgm,
12/12/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-12-12/toc_sgml/senate 1990-12-12.sgm,
11/12/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-12-11/toc_sgml/senate 1990-12-11.sgm,
10/12/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-12-10/toc_sgml/senate 1990-12-10.sgm,
6/12/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-12-06/toc_sgml/senate 1990-12-06.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1990-12-06/toc_sgml/reps 1990-12-06.sgm
5/12/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-12-05/toc_sgml/senate 1990-12-05.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1990-12-05/toc_sgml/reps 1990-12-05.sgm
4/12/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-12-04/toc_sgml/senate 1990-12-04.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1990-12-04/toc_sgml/reps 1990-12-04.sgm
29/11/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-11-29/toc_sgml/senate 1990-11-29.sgm,
28/11/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-11-28/toc_sgml/senate 1990-11-28.sgm,
27/11/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-11-27/toc_sgml/senate 1990-11-27.sgm,
26/11/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-11-26/toc_sgml/senate 1990-11-26.sgm,
15/11/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-11-15/toc_sgml/senate 1990-11-15.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1990-11-15/toc_sgml/reps 1990-11-15.sgm
14/11/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-11-14/toc_sgml/senate 1990-11-14.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1990-11-14/toc_sgml/reps 1990-11-14.sgm
13/11/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-11-13/toc_sgml/senate 1990-11-13.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1990-11-13/toc_sgml/reps 1990-11-13.sgm
12/11/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-11-12/toc_sgml/senate 1990-11-12.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1990-11-12/toc_sgml/reps 1990-11-12.sgm
8/11/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-11-08/toc_sgml/senate 1990-11-08.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1990-11-08/toc_sgml/reps 1990-11-08.sgm
7/11/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-11-07/toc_sgml/senate 1990-11-07.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1990-11-07/toc_sgml/reps 1990-11-07.sgm
6/11/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-11-06/toc_sgml/senate 1990-11-06.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1990-11-06/toc_sgml/reps 1990-11-06.sgm
18/10/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-10-18/toc_sgml/senate 1990-10-18.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1990-10-18/toc_sgml/reps 1990-10-18.sgm
17/10/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-10-17/toc_sgml/senate 1990-10-17.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1990-10-17/toc_sgml/reps 1990-10-17.sgm
16/10/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-10-16/toc_sgml/senate 1990-10-16.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1990-10-16/toc_sgml/reps 1990-10-16.sgm
15/10/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-10-15/toc_sgml/senate 1990-10-15.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1990-10-15/toc_sgml/reps 1990-10-15.sgm
11/10/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-10-11/toc_sgml/senate 1990-10-11.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1990-10-11/toc_sgml/reps 1990-10-11.sgm
10/10/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-10-10/toc_sgml/senate 1990-10-10.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1990-10-10/toc_sgml/reps 1990-10-10.sgm
9/10/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-10-09/toc_sgml/senate 1990-10-09.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1990-10-09/toc_sgml/reps 1990-10-09.sgm
20/09/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-09-20/toc_sgml/senate 1990-09-20.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1990-09-20/toc_sgml/reps 1990-09-20.sgm
19/09/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-09-19/toc_sgml/senate 1990-09-19.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1990-09-19/toc_sgml/reps 1990-09-19.sgm
18/09/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-09-18/toc_sgml/senate 1990-09-18.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1990-09-18/toc_sgml/reps 1990-09-18.sgm
17/09/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-09-17/toc_sgml/senate 1990-09-17.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1990-09-17/toc_sgml/reps 1990-09-17.sgm
14/09/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-09-14/toc_sgml/senate 1990-09-14.sgm,
13/09/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-09-13/toc_sgml/senate 1990-09-13.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1990-09-13/toc_sgml/reps 1990-09-13.sgm
12/09/1990,,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1990-09-12/toc_sgml/reps 1990-09-12.sgm
11/09/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-09-11/toc_sgml/senate 1990-09-11.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1990-09-11/toc_sgml/reps 1990-09-11.sgm
24/08/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-08-24/toc_sgml/senate 1990-08-24.sgm,
23/08/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-08-23/toc_sgml/senate 1990-08-23.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1990-08-23/toc_sgml/reps 1990-08-23.sgm
22/08/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-08-22/toc_sgml/senate 1990-08-22.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1990-08-22/toc_sgml/reps 1990-08-22.sgm
21/08/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-08-21/toc_sgml/senate 1990-08-21.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1990-08-21/toc_sgml/reps 1990-08-21.sgm
1/06/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-06-01/toc_sgml/senate 1990-06-01.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1990-06-01/toc_sgml/reps 1990-06-01.sgm
31/05/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-05-31/toc_sgml/senate 1990-05-31.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1990-05-31/toc_sgml/reps 1990-05-31.sgm
30/05/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-05-30/toc_sgml/senate 1990-05-30.sgm,
29/05/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-05-29/toc_sgml/senate 1990-05-29.sgm,
28/05/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-05-28/toc_sgml/senate 1990-05-28.sgm,
25/05/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-05-25/toc_sgml/senate 1990-05-25.sgm,
24/05/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-05-24/toc_sgml/senate 1990-05-24.sgm,
23/05/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-05-23/toc_sgml/senate 1990-05-23.sgm,
22/05/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-05-22/toc_sgml/senate 1990-05-22.sgm,
21/05/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-05-21/toc_sgml/senate 1990-05-21.sgm,
17/05/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-05-17/toc_sgml/senate 1990-05-17.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1990-05-17/toc_sgml/reps 1990-05-17.sgm
16/05/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-05-16/toc_sgml/senate 1990-05-16.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1990-05-16/toc_sgml/reps 1990-05-16.sgm
15/05/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-05-15/toc_sgml/senate 1990-05-15.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1990-05-15/toc_sgml/reps 1990-05-15.sgm
14/05/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-05-14/toc_sgml/senate 1990-05-14.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1990-05-14/toc_sgml/reps 1990-05-14.sgm
11/05/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-05-11/toc_sgml/senate 1990-05-11.sgm,
10/05/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-05-10/toc_sgml/senate 1990-05-10.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1990-05-10/toc_sgml/reps 1990-05-10.sgm
9/05/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-05-09/toc_sgml/senate 1990-05-09.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1990-05-09/toc_sgml/reps 1990-05-09.sgm
8/05/1990,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1990-05-08/toc_sgml/senate 1990-05-08.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1990-05-08/toc_sgml/reps 1990-05-08.sgm
22/12/1989,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1989-12-22/toc_sgml/senate 1989-12-22.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1989-12-22/toc_sgml/reps 1989-12-22.sgm
21/12/1989,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1989-12-21/toc_sgml/senate 1989-12-21.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1989-12-21/toc_sgml/reps 1989-12-21.sgm
20/12/1989,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1989-12-20/toc_sgml/senate 1989-12-20.sgm,
19/12/1989,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1989-12-19/toc_sgml/senate 1989-12-19.sgm,
18/12/1989,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1989-12-18/toc_sgml/senate 1989-12-18.sgm,
14/12/1989,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1989-12-14/toc_sgml/senate 1989-12-14.sgm,
13/12/1989,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1989-12-13/toc_sgml/senate 1989-12-13.sgm,
12/12/1989,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1989-12-12/toc_sgml/senate 1989-12-12.sgm,
11/12/1989,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1989-12-11/toc_sgml/senate 1989-12-11.sgm,
7/12/1989,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1989-12-07/toc_sgml/senate 1989-12-07.sgm,
6/12/1989,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1989-12-06/toc_sgml/senate 1989-12-06.sgm,
5/12/1989,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1989-12-05/toc_sgml/senate 1989-12-05.sgm,
4/12/1989,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1989-12-04/toc_sgml/senate 1989-12-04.sgm,
30/11/1989,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1989-11-30/toc_sgml/senate 1989-11-30.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1989-11-30/toc_sgml/reps 1989-11-30.sgm
29/11/1989,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1989-11-29/toc_sgml/senate 1989-11-29.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1989-11-29/toc_sgml/reps 1989-11-29.sgm
28/11/1989,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1989-11-28/toc_sgml/senate 1989-11-28.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1989-11-28/toc_sgml/reps 1989-11-28.sgm
27/11/1989,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1989-11-27/toc_sgml/senate 1989-11-27.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1989-11-27/toc_sgml/reps 1989-11-27.sgm
24/11/1989,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1989-11-24/toc_sgml/senate 1989-11-24.sgm,
23/11/1989,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1989-11-23/toc_sgml/senate 1989-11-23.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1989-11-23/toc_sgml/reps 1989-11-23.sgm
22/11/1989,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1989-11-22/toc_sgml/senate 1989-11-22.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1989-11-22/toc_sgml/reps 1989-11-22.sgm
21/11/1989,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1989-11-21/toc_sgml/senate 1989-11-21.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1989-11-21/toc_sgml/reps 1989-11-21.sgm
2/11/1989,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1989-11-02/toc_sgml/senate 1989-11-02.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1989-11-02/toc_sgml/reps 1989-11-02.sgm
1/11/1989,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1989-11-01/toc_sgml/senate 1989-11-01.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1989-11-01/toc_sgml/reps 1989-11-01.sgm
31/10/1989,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1989-10-31/toc_sgml/senate 1989-10-31.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1989-10-31/toc_sgml/reps 1989-10-31.sgm
30/10/1989,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1989-10-30/toc_sgml/senate 1989-10-30.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1989-10-30/toc_sgml/reps 1989-10-30.sgm
27/10/1989,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1989-10-27/toc_sgml/senate 1989-10-27.sgm,
26/10/1989,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1989-10-26/toc_sgml/senate 1989-10-26.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1989-10-26/toc_sgml/reps 1989-10-26.sgm
25/10/1989,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1989-10-25/toc_sgml/senate 1989-10-25.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1989-10-25/toc_sgml/reps 1989-10-25.sgm
24/10/1989,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1989-10-24/toc_sgml/senate 1989-10-24.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1989-10-24/toc_sgml/reps 1989-10-24.sgm
17/10/1989,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1989-10-17/toc_sgml/senate 1989-10-17.sgm,
16/10/1989,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1989-10-16/toc_sgml/senate 1989-10-16.sgm,
6/10/1989,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1989-10-06/toc_sgml/senate 1989-10-06.sgm,
5/10/1989,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1989-10-05/toc_sgml/senate 1989-10-05.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1989-10-05/toc_sgml/reps 1989-10-05.sgm
4/10/1989,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1989-10-04/toc_sgml/senate 1989-10-04.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1989-10-04/toc_sgml/reps 1989-10-04.sgm
3/10/1989,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1989-10-03/toc_sgml/senate 1989-10-03.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1989-10-03/toc_sgml/reps 1989-10-03.sgm
29/09/1989,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1989-09-29/toc_sgml/senate 1989-09-29.sgm,
28/09/1989,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1989-09-28/toc_sgml/senate 1989-09-28.sgm,
